ts,p,r,s,q,n,x,y
1702,true,false,false,false,false,false,true
1703,false,false,false,false,false,true,true
1704,false,false,false,false,false,false,true
1705,true,false,true,false,true,false,true
1706,false,true,false,false,true,false,true
1707,false,false,false,false,true,false,true
1708,true,false,false,true,false,false,true
1709,false,false,true,false,false,false,true
1710,false,true,false,false,false,false,true
1711,false,false,false,false,false,false,false
1712,false,false,false,false,true,false,true
1713,false,false,true,false,false,false,true
1714,false,true,false,false,false,false,false
1715,true,false,false,true,false,false,false
1716,false,false,false,false,false,true,true
1717,false,false,true,false,false,false,true
1718,false,true,false,false,false,false,true
1719,true,false,false,false,true,false,true
1720,false,false,false,false,true,false,true
1721,false,false,true,false,true,false,true
1722,true,true,false,true,false,false,true
1723,false,false,false,false,false,false,false
1724,false,false,false,false,false,false,true
1725,false,false,false,false,false,false,false
1726,true,false,true,false,true,false,false
1727,false,true,false,false,true,false,true
1728,true,false,false,false,false,false,false
1729,false,false,false,true,false,true,true
1730,false,false,true,false,false,false,true
1731,true,true,false,false,false,false,true
1732,false,false,false,false,false,false,true
1733,false,false,false,false,true,false,true
1734,false,false,false,false,true,false,true
1735,true,false,true,false,false,false,true
1736,false,true,false,true,false,false,true
1737,false,false,false,false,false,false,false
1738,false,false,true,false,false,false,false
1739,false,true,false,false,false,false,true
1740,false,false,false,false,true,false,false
1741,false,false,false,false,true,false,true
1742,false,false,false,false,true,true,true
1743,false,false,true,true,false,false,true
1744,true,true,false,false,false,false,true
1745,false,false,false,false,false,false,true
1746,false,false,false,false,false,false,true
1747,false,false,false,false,false,false,true
1748,false,false,true,false,false,false,true
1749,false,true,false,false,false,false,true
1750,false,false,false,true,false,false,false
1751,false,false,false,false,false,false,false
1752,true,false,false,false,false,false,true
1753,true,false,true,false,false,false,true
1754,false,true,false,false,false,false,false
1755,false,false,false,false,false,true,true
1756,false,false,false,false,true,false,true
1757,true,false,false,true,false,false,true
1758,false,false,true,false,false,false,true
1759,false,true,false,false,false,false,true
1760,false,false,false,false,false,false,true
1761,false,false,false,false,false,false,true
1762,false,false,true,false,true,false,true
1763,false,true,false,false,false,false,false
1764,false,false,false,true,false,false,false
1765,true,false,false,false,false,false,false
1766,false,false,true,false,false,false,false
1767,false,true,false,false,false,false,false
1768,false,false,false,false,true,true,true
1769,false,false,false,false,false,false,true
1770,false,false,false,false,true,false,true
1771,false,false,true,true,false,false,true
1772,false,true,false,false,false,false,true
1773,false,false,false,false,false,false,true
1774,true,false,true,false,false,false,true
1775,true,true,false,false,false,false,false
1776,false,false,false,false,true,false,true
1777,false,false,false,false,true,false,false
1778,false,false,false,true,false,false,true
1779,false,false,true,false,false,false,false
1780,false,true,false,false,false,false,true
1781,false,false,false,false,false,true,true
1782,true,false,true,false,true,false,true
1783,false,true,false,false,false,false,true
1784,false,false,false,false,true,false,true
1785,false,false,false,true,false,false,true
1786,true,false,false,false,false,false,true
1787,false,false,true,false,false,false,true
1788,false,true,false,false,false,false,true
1789,false,false,false,false,false,false,true
1790,false,false,false,false,true,false,true
1791,false,false,true,false,false,false,true
1792,true,true,false,true,false,false,true
1793,false,false,false,false,false,false,true
1794,false,false,false,false,false,true,true
1795,false,false,true,false,false,false,true
1796,false,true,false,false,true,false,true
1797,false,false,false,false,true,false,true
1798,true,false,false,false,true,false,true
1799,false,false,true,true,false,false,true
1800,false,true,false,false,false,false,true
1801,false,false,false,false,false,false,true
1802,false,false,true,false,false,false,true
1803,false,true,false,false,false,false,true
1804,false,false,false,false,true,false,false
1805,false,false,true,false,false,false,true
1806,false,true,false,true,false,false,false
1807,true,false,false,false,false,true,true
1808,false,false,true,false,false,false,true
1809,false,true,false,false,false,false,true
1810,false,false,false,false,false,false,true
1811,false,false,false,false,false,false,true
1812,false,false,false,false,false,false,true
1813,false,false,true,true,false,false,true
1814,false,true,false,false,false,false,true
1815,false,false,false,false,false,false,true
1816,true,false,false,false,false,false,false
1817,false,false,false,false,true,false,true
1818,false,false,true,false,false,false,false
1819,false,true,false,false,true,false,true
1820,false,false,false,true,false,true,true
1821,false,false,false,false,false,false,true
1822,true,false,true,false,false,false,true
1823,false,true,false,false,false,false,true
1824,false,false,false,false,false,false,true
1825,false,false,false,false,true,false,true
1826,false,false,false,false,true,false,true
1827,false,false,true,true,false,false,true
1828,false,true,false,false,false,false,false
1829,false,false,false,false,false,false,true
1830,false,false,false,false,false,false,true
1831,true,false,false,false,true,false,false
1832,false,false,true,false,false,false,false
1833,false,true,false,false,false,true,true
1834,false,false,false,true,false,false,true
1835,false,false,false,false,false,false,true
1836,false,false,false,false,false,false,true
1837,false,false,true,false,false,false,true
1838,true,true,false,false,true,false,true
1839,false,false,false,false,false,false,true
1840,false,false,false,false,false,false,false
1841,false,false,false,true,false,false,true
1842,false,false,true,false,false,false,false
1843,true,true,false,false,false,false,true
1844,false,false,false,false,false,false,true
1845,false,false,false,false,true,false,true
1846,true,false,false,false,true,true,true
1847,false,false,true,false,true,false,true
1848,false,true,false,true,false,false,true
1849,false,false,false,false,false,false,true
1850,false,false,false,false,false,false,true
1851,false,false,true,false,false,false,true
1852,false,true,false,false,false,false,true
1853,false,false,false,false,true,false,true
1854,false,false,false,false,true,false,false
1855,false,false,false,true,false,false,false
1856,true,false,true,false,false,false,false
1857,false,true,false,false,false,false,true
1858,false,false,false,false,false,false,true
1859,false,false,true,false,false,true,true
1860,false,true,false,false,false,false,true
1861,false,false,false,false,true,false,true
1862,false,false,false,true,false,false,true
1863,true,false,true,false,false,false,true
1864,true,true,false,false,false,false,true
1865,false,false,false,false,false,false,true
1866,false,false,false,false,false,false,true
1867,false,false,false,false,false,false,false
1868,false,false,true,false,false,false,false
1869,false,true,false,true,false,false,false
1870,false,false,false,false,false,false,true
1871,false,false,false,false,false,false,false
1872,true,false,true,false,false,true,true
1873,false,true,false,false,false,false,true
1874,false,false,false,false,true,false,true
1875,false,false,false,false,false,false,true
1876,false,false,true,true,false,false,true
1877,false,true,false,false,false,false,true
1878,false,false,false,false,false,false,true
1879,true,false,true,false,false,false,true
1880,false,true,false,false,false,false,false
1881,false,false,false,false,false,false,false
1882,false,false,true,false,true,false,false
1883,false,true,false,true,false,false,false
1884,false,false,false,false,false,false,true
1885,true,false,false,false,false,true,true
1886,false,false,true,false,false,false,true
1887,false,true,false,false,true,false,true
1888,false,false,false,false,false,false,true
1889,false,false,false,false,false,false,true
1890,true,false,true,true,false,false,true
1891,false,true,false,false,false,false,true
1892,false,false,false,false,false,false,true
1893,false,false,true,false,false,false,false
1894,false,true,false,false,true,false,true
1895,false,false,false,false,true,false,true
1896,true,false,false,false,false,false,true
1897,true,false,true,true,false,false,false
1898,false,true,false,false,false,true,true
1899,false,false,false,false,false,false,true
1900,false,false,false,false,false,false,true
1901,true,false,false,false,false,false,true
1902,false,false,true,false,true,false,true
1903,false,true,false,false,false,false,true
1904,false,false,false,true,false,false,true
1905,true,false,false,false,false,false,false
1906,false,false,true,false,false,false,true
1907,false,true,false,false,false,false,true
1908,false,false,false,false,false,false,true
1909,true,false,false,false,true,false,false
1910,false,false,true,false,false,false,true
1911,false,true,false,true,false,true,true
1912,false,false,false,false,false,false,true
1913,true,false,false,false,false,false,true
1914,false,false,true,false,false,false,true
1915,false,true,false,false,true,false,true
1916,false,false,false,false,true,false,true
1917,false,false,false,false,true,false,true
1918,false,false,true,true,false,false,true
1919,false,true,false,false,false,false,false
1920,false,false,false,false,false,false,false
1921,false,false,false,false,false,false,true
1922,false,false,true,false,true,false,false
1923,true,true,false,false,false,false,true
1924,false,false,false,false,false,true,true
1925,false,false,false,true,false,false,true
1926,false,false,true,false,false,false,true
1927,false,true,false,false,false,false,true
1928,false,false,false,false,false,false,true
1929,false,false,true,false,true,false,true
1930,false,true,false,false,false,false,true
1931,true,false,false,false,true,false,false
1932,false,false,false,true,false,false,false
1933,false,false,false,false,false,false,true
1934,false,false,true,false,false,false,true
1935,false,true,false,false,false,false,false
1936,false,false,false,false,true,false,false
1937,false,false,false,false,true,true,true
1938,true,false,true,false,true,false,true
1939,true,true,false,true,false,false,true
1940,false,false,false,false,false,false,true
1941,false,false,false,false,false,false,true
1942,false,false,false,false,false,false,true
1943,false,false,true,false,true,false,true
1944,false,true,false,false,true,false,false
1945,false,false,false,false,true,false,true
1946,false,false,false,true,false,false,true
1947,true,false,true,false,false,false,true
1948,false,true,false,false,false,false,false
1949,false,false,false,false,false,false,true
1950,false,false,false,false,false,true,true
1951,false,false,true,false,false,false,true
1952,false,true,false,false,true,false,true
1953,false,false,false,true,false,false,true
1954,true,false,true,false,false,false,true
1955,false,true,false,false,false,false,true
1956,true,false,false,false,false,false,true
1957,false,false,false,false,false,false,false
1958,false,false,false,false,true,false,true
1959,false,false,true,false,true,false,false
1960,false,true,false,true,false,false,false
1961,false,false,false,false,false,false,false
1962,false,false,false,false,false,false,true
1963,false,false,true,false,false,true,true
1964,false,true,false,false,true,false,true
1965,true,false,false,false,false,false,true
1966,true,false,false,false,true,false,true
1967,false,false,true,true,false,false,true
1968,false,true,false,false,false,false,true
1969,false,false,false,false,false,false,true
1970,false,false,false,false,false,false,false
1971,true,false,false,false,true,false,true
1972,false,false,true,false,false,false,true
1973,false,true,false,false,false,false,false
1974,false,false,false,true,false,false,false
1975,false,false,false,false,false,false,true
1976,false,false,true,false,false,true,true
1977,false,true,false,false,false,false,true
1978,false,false,false,false,false,false,true
1979,true,false,false,false,false,false,true
1980,false,false,false,false,true,false,true
1981,false,false,true,true,false,false,true
1982,true,true,false,false,false,false,true
1983,false,false,false,false,false,false,true
1984,true,false,false,false,false,false,false
1985,false,false,true,false,true,false,true
1986,false,true,false,false,true,false,true
1987,false,false,false,false,false,false,false
1988,false,false,false,true,false,false,false
1989,false,false,true,false,false,true,true
1990,false,true,false,false,false,false,true
1991,false,false,false,false,false,false,true
1992,false,false,false,false,false,false,true
1993,true,false,false,false,true,false,true
1994,false,false,true,false,false,false,true
1995,false,true,false,true,false,false,true
1996,false,false,false,false,false,false,false
1997,false,false,false,false,false,false,false
1998,false,false,true,false,false,false,false
1999,false,true,false,false,false,false,false
2000,true,false,false,false,true,false,true
2001,false,false,true,false,true,false,false
2002,false,true,false,true,false,true,true
2003,true,false,false,false,false,false,true
2004,false,false,false,false,false,false,true
2005,false,false,false,false,false,false,true
2006,false,false,true,false,true,false,true
2007,false,true,false,false,false,false,true
2008,true,false,false,false,true,false,true
2009,false,false,false,true,false,false,false
2010,false,false,false,false,false,false,false
2011,false,false,true,false,false,false,false
2012,true,true,false,false,false,false,false
2013,false,false,false,false,false,false,true
2014,false,false,false,false,false,false,false
2015,false,false,true,false,false,true,true
2016,false,true,false,true,false,false,true
2017,true,false,false,false,false,false,true
2018,false,false,true,false,false,false,true
2019,false,true,false,false,false,false,true
2020,false,false,false,false,false,false,true
2021,false,false,true,false,false,false,true
2022,false,true,false,false,false,false,true
2023,true,false,false,true,false,false,false
2024,false,false,false,false,false,false,true
2025,false,false,false,false,false,false,true
2026,false,false,true,false,false,false,true
2027,false,true,false,false,true,false,false
2028,false,false,false,false,false,true,true
2029,false,false,true,false,false,false,true
2030,false,true,false,true,false,false,true
2031,false,false,false,false,false,false,true
2032,true,false,true,false,false,false,true
2033,false,true,false,false,false,false,true
2034,false,false,false,false,false,false,true
2035,true,false,false,false,true,false,false
2036,false,false,false,false,false,false,true
2037,false,false,true,true,false,false,true
2038,false,true,false,false,false,false,false
2039,false,false,false,false,false,false,true
2040,false,false,true,false,false,false,true
2041,false,true,false,false,true,true,true
2042,false,false,false,false,false,false,true
2043,true,false,false,false,false,false,true
2044,false,false,true,true,false,false,true
2045,false,true,false,false,false,false,true
2046,false,false,false,false,false,false,true
2047,false,false,true,false,false,false,true
2048,false,true,false,false,true,false,true
2049,false,false,false,false,false,false,true
2050,false,false,false,false,true,false,true
2051,false,false,true,true,false,false,false
2052,true,true,false,false,false,false,false
2053,false,false,false,false,false,false,true
2054,false,false,false,false,false,true,true
2055,true,false,false,false,true,false,true
2056,false,false,true,false,false,false,true
2057,false,true,false,false,true,false,true
2058,false,false,false,true,false,false,true
2059,true,false,true,false,false,false,true
2060,true,true,false,false,false,false,true
2061,true,false,false,false,false,false,false
2062,false,false,true,false,false,false,true
2063,false,true,false,false,false,false,true
2064,false,false,false,false,true,false,true
2065,true,false,false,true,false,false,true
2066,false,false,true,false,false,false,false
2067,false,true,false,false,false,true,true
2068,false,false,false,false,false,false,true
2069,false,false,false,false,true,false,true
2070,false,false,true,false,true,false,true
2071,false,true,false,false,true,false,true
2072,false,false,false,true,false,false,true
2073,true,false,true,false,false,false,true
2074,true,true,false,false,false,false,false
2075,false,false,false,false,false,false,true
2076,false,false,false,false,false,false,true
2077,false,false,true,false,false,false,true
2078,false,true,false,false,false,false,false
2079,true,false,false,true,false,false,true
2080,false,false,false,false,false,true,true
2081,false,false,false,false,false,false,true
2082,false,false,true,false,false,false,true
2083,false,true,false,false,true,false,true
2084,false,false,false,false,true,false,true
2085,false,false,true,false,false,false,true
2086,false,true,false,true,false,false,true
2087,false,false,false,false,false,false,false
2088,true,false,true,false,false,false,true
2089,false,true,false,false,false,false,false
2090,false,false,false,false,true,false,false
2091,false,false,true,false,true,false,false
2092,false,true,false,false,false,false,true
2093,false,false,false,true,false,true,true
2094,false,false,false,false,false,false,true
2095,false,false,false,false,false,false,true
2096,false,false,true,false,false,false,true
2097,true,true,false,false,false,false,true
2098,false,false,false,false,true,false,true
2099,false,false,false,false,false,false,true
2100,true,false,false,true,false,false,true
2101,false,false,true,false,false,false,true
2102,false,true,false,false,false,false,false
2103,false,false,false,false,false,false,true
2104,false,false,true,false,false,false,true
2105,false,true,false,false,true,false,true
2106,false,false,false,false,true,true,true
2107,true,false,false,true,false,false,true
2108,true,false,false,false,false,false,true
2109,false,false,true,false,false,false,true
2110,false,true,false,false,false,false,true
2111,false,false,false,false,false,false,true
2112,false,false,false,false,true,false,true
2113,false,false,false,false,false,false,false
2114,false,false,true,true,false,false,true
2115,false,true,false,false,false,false,true
2116,false,false,false,false,false,false,true
2117,true,false,false,false,false,false,false
2118,false,false,true,false,false,false,true
2119,false,true,false,false,true,true,true
2120,false,false,false,false,true,false,true
2121,false,false,true,true,false,false,true
2122,false,true,false,false,false,false,true
2123,true,false,false,false,false,false,true
2124,false,false,false,false,false,false,true
2125,true,false,false,false,true,false,true
2126,false,false,true,false,false,false,false
2127,false,true,false,false,false,false,true
2128,true,false,false,true,false,false,false
2129,false,false,true,false,false,false,false
2130,false,true,false,false,false,false,false
2131,true,false,false,false,false,false,false
2132,false,false,true,false,false,true,true
2133,false,true,false,false,false,false,true
2134,false,false,false,false,false,false,true
2135,false,false,true,true,false,false,true
2136,false,true,false,false,false,false,true
2137,false,false,false,false,false,false,true
2138,false,false,false,false,false,false,true
2139,true,false,false,false,false,false,false
2140,false,false,true,false,true,false,true
2141,false,true,false,false,true,false,false
2142,false,false,false,true,false,false,true
2143,false,false,false,false,false,false,true
2144,false,false,true,false,false,false,false
2145,false,true,false,false,false,true,true
2146,true,false,false,false,true,false,true
2147,false,false,false,false,true,false,true
2148,false,false,false,false,true,false,true
2149,false,false,true,true,false,false,true
2150,true,true,false,false,false,false,true
2151,false,false,false,false,false,false,true
2152,false,false,true,false,false,false,true
2153,false,true,false,false,false,false,true
2154,false,false,false,false,false,false,true
2155,false,false,true,false,true,false,true
2156,false,true,false,true,false,false,false
2157,false,false,false,false,false,false,false
2158,false,false,false,false,false,true,true
2159,false,false,true,false,false,false,true
2160,true,true,false,false,true,false,true
2161,false,false,false,false,false,false,true
2162,false,false,true,false,false,false,true
2163,false,true,false,true,false,false,true
2164,false,false,false,false,false,false,true
2165,false,false,true,false,false,false,true
2166,false,true,false,false,false,false,true
2167,false,false,false,false,true,false,false
2168,false,false,true,false,false,false,true
2169,true,true,false,false,true,false,false
2170,false,false,false,true,false,false,true
2171,false,false,true,false,false,true,true
2172,false,true,false,false,false,false,true
2173,false,false,false,false,false,false,true
2174,false,false,false,false,false,false,true
2175,false,false,false,false,false,false,true
2176,false,false,true,false,true,false,true
2177,false,true,false,true,false,false,true
2178,true,false,false,false,false,false,false
2179,false,false,true,false,false,false,true
2180,false,true,false,false,false,false,false
2181,false,false,false,false,false,false,false
2182,false,false,false,false,true,false,true
2183,false,false,true,false,false,false,false
2184,false,true,false,true,false,true,true
2185,false,false,false,false,false,false,true
2186,false,false,false,false,false,false,true
2187,true,false,true,false,false,false,true
2188,false,true,false,false,true,false,true
2189,false,false,false,false,true,false,true
2190,false,false,true,false,true,false,true
2191,false,true,false,true,false,false,false
2192,false,false,false,false,false,false,false
2193,false,false,false,false,false,false,false
2194,true,false,true,false,false,false,true
2195,true,true,false,false,false,false,false
2196,false,false,false,false,false,false,false
2197,false,false,false,false,false,true,true
2198,true,false,false,true,false,false,true
2199,false,false,true,false,false,false,true
2200,false,true,false,false,false,false,true
2201,false,false,false,false,false,false,true
2202,false,false,true,false,false,false,true
2203,false,true,false,false,true,false,true
2204,false,false,false,false,true,false,false
2205,true,false,false,true,false,false,false
2206,false,false,false,false,false,false,true
2207,true,false,true,false,false,false,true
2208,false,true,false,false,false,false,true
2209,false,false,false,false,true,false,true
2210,false,false,true,false,true,true,true
2211,false,true,false,false,false,false,true
2212,false,false,false,true,false,false,true
2213,false,false,false,false,false,false,true
2214,true,false,false,false,false,false,true
2215,false,false,true,false,false,false,true
2216,false,true,false,false,true,false,true
2217,false,false,false,false,true,false,true
2218,false,false,true,false,true,false,true
2219,true,true,false,true,false,false,true
2220,false,false,false,false,false,false,true
2221,false,false,false,false,false,false,true
2222,false,false,false,false,false,false,false
2223,false,false,true,false,true,true,true
2224,false,true,false,false,true,false,true
2225,false,false,false,false,false,false,true
2226,false,false,false,true,false,false,true
2227,false,false,false,false,false,false,true
2228,true,false,true,false,false,false,true
2229,false,true,false,false,false,false,true
2230,false,false,false,false,false,false,true
2231,false,false,false,false,true,false,false
2232,false,false,false,false,true,false,false
2233,true,false,true,true,false,false,false
2234,false,true,false,false,false,false,true
2235,false,false,false,false,false,false,true
2236,true,false,false,false,false,true,true
2237,false,false,false,false,false,false,true
2238,false,false,true,false,false,false,true
2239,false,true,false,false,true,false,true
2240,false,false,false,true,false,false,true
2241,false,false,true,false,false,false,true
2242,false,true,false,false,false,false,true
2243,true,false,false,false,false,false,false
2244,false,false,false,false,true,false,true
2245,false,false,true,false,false,false,false
2246,false,true,false,false,false,false,true
2247,false,false,false,true,false,false,false
2248,false,false,true,false,false,false,false
2249,true,true,false,false,false,true,true
2250,false,false,false,false,false,false,true
2251,true,false,true,false,false,false,true
2252,true,true,false,false,true,false,true
2253,false,false,false,false,true,false,true
2254,false,false,false,true,false,false,true
2255,false,false,true,false,false,false,true
2256,false,true,false,false,false,false,true
2257,false,false,false,false,false,false,false
2258,true,false,true,false,true,false,false
2259,false,true,false,false,false,false,false
2260,false,false,false,false,false,false,true
2261,false,false,false,true,false,false,true
2262,false,false,true,false,false,true,true
2263,false,true,false,false,false,false,true
2264,false,false,false,false,false,false,true
2265,false,false,false,false,false,false,true
2266,true,false,false,false,true,false,true
2267,false,false,true,false,true,false,true
2268,false,true,false,true,false,false,true
2269,false,false,false,false,false,false,true
2270,false,false,false,false,false,false,false
2271,false,false,false,false,false,false,true
2272,false,false,true,false,false,false,false
2273,false,true,false,false,false,false,true
2274,false,false,false,false,false,false,false
2275,true,false,true,true,false,true,true
2276,false,true,false,false,false,false,true
2277,false,false,false,false,false,false,true
2278,false,false,false,false,false,false,true
2279,false,false,true,false,false,false,true
2280,false,true,false,false,true,false,true
2281,false,false,false,false,true,false,true
2282,false,false,false,true,false,false,false
2283,true,false,true,false,false,false,true
2284,false,true,false,false,false,false,false
2285,true,false,false,false,false,false,true
2286,false,false,false,false,false,false,true
2287,false,false,false,false,false,false,false
2288,false,false,true,false,false,true,true
2289,false,true,false,true,false,false,true
2290,false,false,false,false,false,false,true
2291,false,false,false,false,false,false,true
2292,false,false,false,false,false,false,true
2293,true,false,true,false,false,false,true
2294,false,true,false,false,false,false,true
2295,false,false,false,false,false,false,false
2296,false,false,false,true,false,false,false
2297,true,false,true,false,false,false,true
2298,false,true,false,false,false,false,false
2299,true,false,false,false,false,false,false
2300,true,false,false,false,true,false,false
2301,false,false,true,false,true,true,true
2302,false,true,false,false,true,false,true
2303,false,false,false,true,false,false,true
2304,false,false,true,false,false,false,true
2305,false,true,false,false,false,false,true
2306,false,false,false,false,false,false,true
2307,false,false,true,false,true,false,true
2308,false,true,false,false,false,false,true
2309,false,false,false,false,false,false,true
2310,true,false,false,true,false,false,true
2311,false,false,true,false,false,false,true
2312,false,true,false,false,false,false,false
2313,false,false,false,false,false,false,false
2314,false,false,false,false,true,true,true
2315,true,false,false,false,true,false,true
2316,false,false,true,false,true,false,true
2317,false,true,false,true,false,false,true
2318,false,false,false,false,false,false,true
2319,false,false,false,false,false,false,true
2320,true,false,false,false,false,false,true
2321,false,false,true,false,true,false,true
2322,false,true,false,false,true,false,false
2323,false,false,false,false,false,false,false
2324,false,false,false,true,false,false,true
2325,false,false,true,false,false,false,true
2326,false,true,false,false,false,false,true
2327,false,false,false,false,false,true,true
2328,false,false,true,false,false,false,true
2329,true,true,false,false,false,false,true
2330,false,false,false,false,false,false,true
2331,true,false,true,true,false,false,true
2332,false,true,false,false,false,false,true
2333,false,false,false,false,false,false,true
2334,false,false,false,false,false,false,false
2335,false,false,false,false,false,false,true
2336,false,false,true,false,true,false,false
2337,false,true,false,false,false,false,true
2338,true,false,false,true,false,false,false
2339,false,false,false,false,false,false,true
2340,false,false,false,false,false,true,true
2341,false,false,true,false,false,false,true
2342,false,true,false,false,true,false,true
2343,false,false,false,false,false,false,true
2344,false,false,false,false,false,false,true
2345,true,false,true,true,false,false,true
2346,false,true,false,false,false,false,true
2347,false,false,false,false,false,false,false
2348,false,false,false,false,false,false,true
2349,false,false,true,false,false,false,false
2350,true,true,false,false,false,false,true
2351,false,false,false,false,true,false,false
2352,false,false,true,true,false,false,false
2353,false,true,false,false,false,true,true
2354,false,false,false,false,false,false,true
2355,false,false,false,false,false,false,true
2356,false,false,false,false,false,false,true
2357,false,false,true,false,false,false,true
2358,false,true,false,false,true,false,true
2359,false,false,false,true,false,false,true
2360,true,false,false,false,false,false,true
2361,false,false,false,false,false,false,false
2362,false,false,true,false,false,false,true
2363,false,true,false,false,true,false,false
2364,false,false,false,false,false,false,false
2365,false,false,true,false,false,false,false
2366,false,true,false,true,false,true,true
2367,false,false,false,false,false,false,true
2368,false,false,false,false,false,false,true
2369,false,false,false,false,false,false,true
2370,true,false,true,false,true,false,true
2371,false,true,false,false,false,false,true
2372,false,false,false,false,false,false,true
2373,false,false,true,true,false,false,false
2374,false,true,false,false,false,false,false
2375,false,false,false,false,false,false,false
2376,false,false,true,false,false,false,true
2377,true,true,false,false,false,false,false
2378,false,false,false,false,false,false,false
2379,false,false,true,false,true,true,true
2380,false,true,false,true,false,false,true
2381,false,false,false,false,false,false,true
2382,false,false,false,false,false,false,true
2383,false,false,false,false,false,false,true
2384,false,false,true,false,false,false,true
2385,false,true,false,false,false,false,true
2386,false,false,false,false,true,false,true
2387,true,false,true,true,false,false,true
2388,true,true,false,false,false,false,false
2389,false,false,false,false,false,false,true
2390,false,false,false,false,false,false,false
2391,false,false,true,false,true,false,false
2392,false,true,false,false,false,true,true
2393,false,false,false,false,false,false,true
2394,true,false,false,true,false,false,true
2395,false,false,true,false,false,false,true
2396,false,true,false,false,false,false,true
2397,false,false,false,false,false,false,true
2398,false,false,false,false,true,false,true
2399,true,false,true,false,true,false,false
2400,false,true,false,false,false,false,true
2401,false,false,false,true,false,false,true
2402,false,false,false,false,false,false,true
2403,false,false,true,false,false,false,true
2404,false,true,false,false,false,false,true
2405,false,false,false,false,true,true,true
2406,false,false,false,false,true,false,true
2407,false,false,true,false,false,false,true
2408,true,true,false,true,false,false,true
2409,false,false,false,false,false,false,true
2410,false,false,false,false,false,false,true
2411,false,false,true,false,false,false,true
2412,true,true,false,false,true,false,false
2413,false,false,false,false,true,false,true
2414,true,false,true,false,true,false,false
2415,false,true,false,true,false,false,false
2416,false,false,false,false,false,false,true
2417,false,false,false,false,false,false,false
2418,true,false,false,false,false,true,true
2419,false,false,true,false,false,false,true
2420,false,true,false,false,true,false,true
2421,true,false,false,false,false,false,true
2422,false,false,true,true,false,false,true
2423,false,true,false,false,false,false,true
2424,false,false,false,false,false,false,true
2425,false,false,false,false,false,false,true
2426,false,false,true,false,false,false,true
2427,false,true,false,false,true,false,false
2428,false,false,false,false,false,false,false
2429,true,false,true,true,false,false,true
2430,false,true,false,false,false,false,true
2431,false,false,false,false,false,true,true
2432,false,false,false,false,false,false,true
2433,false,false,true,false,true,false,true
2434,false,true,false,false,false,false,true
2435,false,false,false,false,false,false,true
2436,false,false,false,true,false,false,true
2437,false,false,false,false,false,false,true
2438,true,false,true,false,false,false,false
2439,false,true,false,false,false,false,true
2440,false,false,false,false,false,false,false
2441,true,false,true,false,true,false,true
2442,true,true,false,false,false,false,false
2443,false,false,false,true,false,false,true
2444,false,false,false,false,false,true,true
2445,false,false,false,false,false,false,true
2446,false,false,true,false,false,false,true
2447,false,true,false,false,false,false,true
2448,false,false,false,false,false,false,true
2449,false,false,false,false,true,false,true
2450,false,false,true,true,false,false,true
2451,false,true,false,false,false,false,true
2452,true,false,false,false,false,false,false
2453,false,false,false,false,false,false,false
2454,false,false,false,false,true,false,false
2455,false,false,true,false,true,false,false
2456,false,true,false,false,true,false,false
2457,false,false,false,true,false,true,true
2458,false,false,false,false,false,false,true
2459,false,false,false,false,false,false,true
2460,false,false,true,false,false,false,true
2461,false,true,false,false,true,false,true
2462,true,false,false,false,false,false,true
2463,false,false,false,false,true,false,true
2464,false,false,false,true,false,false,true
2465,false,false,true,false,false,false,false
2466,false,true,false,false,false,false,false
2467,false,false,false,false,false,false,true
2468,false,false,false,false,false,false,false
2469,false,false,false,false,true,false,true
2470,false,false,true,false,false,true,true
2471,true,true,false,true,false,false,true
2472,false,false,false,false,false,false,true
2473,false,false,true,false,false,false,true
2474,false,true,false,false,false,false,true
2475,false,false,false,false,false,false,true
2476,true,false,false,false,true,false,true
2477,false,false,false,false,false,false,false
2478,false,false,true,true,false,false,false
2479,false,true,false,false,false,false,false
2480,false,false,false,false,false,false,true
2481,true,false,false,false,false,false,false
2482,false,false,false,false,false,false,true
2483,false,false,true,false,true,true,true
2484,false,true,false,false,false,false,true
2485,false,false,false,true,false,false,true
2486,false,false,true,false,false,false,true
2487,false,true,false,false,false,false,true
2488,false,false,false,false,false,false,true
2489,true,false,false,false,true,false,true
2490,false,false,false,false,false,false,true
2491,true,false,true,false,false,false,false
2492,false,true,false,true,false,false,false
2493,false,false,false,false,false,false,false
2494,false,false,true,false,false,false,false
2495,false,true,false,false,false,false,true
2496,false,false,false,false,false,true,true
2497,false,false,false,false,true,false,true
2498,true,false,false,false,true,false,true
2499,false,false,true,true,false,false,true
2500,false,true,false,false,false,false,true
2501,false,false,false,false,false,false,true
2502,false,false,true,false,false,false,true
2503,false,true,false,false,true,false,false
2504,false,false,false,false,false,false,false
2505,false,false,true,false,true,false,true
2506,true,true,false,true,false,false,true
2507,false,false,false,false,false,false,false
2508,true,false,true,false,false,false,false
2509,false,true,false,false,false,true,true
2510,false,false,false,false,true,false,true
2511,true,false,false,false,true,false,true
2512,true,false,false,false,true,false,true
2513,false,false,true,true,false,false,true
2514,false,true,false,false,false,false,true
2515,false,false,false,false,false,false,true
2516,false,false,false,false,false,false,false
2517,false,false,true,false,true,false,true
2518,true,true,false,false,true,false,true
2519,false,false,false,false,true,false,false
2520,false,false,true,true,false,false,true
2521,false,true,false,false,false,false,true
2522,false,false,false,false,false,true,true
2523,false,false,false,false,false,false,true
